,title
1261,Sogno biondo
1262,Blondie of the Follies
1263,Boudu salvato dalle acque
1264,L'uomo che ho ucciso
1265,-But the Flesh Is Weak
1266,L'espresso blu
1267,Tentazioni
1268,Sangue ribelle
1269,La diga della morte
1270,Il giardino del diavolo
1271,Chandu the Magician
1272,Charlie Chan's Chance
1273,Silenzio sublime
1274,I conquistatori
1275,The Crash
1276,Les croix de bois
1277,The Crooked Circle
1278,Crooner
1279,L'urlo della folla
1280,Infedele
1281,Dancers in the Dark
1282,The Dark Horse
1283,Il diavolo nell'abisso
1284,Divorce in the Family
1285,Il dottor X
1286,Downstairs
1287,Il dottor Jekyll
1288,Ingratitudine
1289,The Expert
1290,Estasi
1291,FP 1 non risponde
1292,Faithless
1293,The Famous Ferguson Case
1294,Fanny
1295,Addio alle armi
1296,Il levriero del mare
1297,The Final Edition
1298,"Fireman, Save My Child!"
1299,Carne
1300,Proibito
1301,Freaks
1302,Amore e sport
1303,Lo squadrone si diverte
1304,Ghost Valley
1305,Girl Crazy
1306,The Girl from Chicago
1307,Grand Hotel
1308,The Greeks Had a Word for Them
1309,Lursmani cheqmashi
1310,La verità seminuda
1311,L'uomo dalla scure
1312,Haunted Gold
1313,I demoni dell'aria
1314,Hell's Highway
1315,Hell's House
1316,Atlantide
1317,High Pressure
1318,Hold 'Em Jail
1319,I fratelli Marx al college
1320,Hot Saturday
1321,Huddle
1322,Uragano express
1323,Io sono un evaso
1324,Se avessi un milione
1325,The Impatient Maiden
1326,Is My Face Red?
1327,Ivan
1328,L'avventura di Teri
1329,Il re dell'arena
1330,The King Murder
1331,Kongo
1332,Kuhle Wampe oder: Wem gehört die Welt?
1333,Ladies of the Jury
1334,Cuore d'amanti
1335,Lady with a Past
1336,L'ora tragica
1337,L'agonia di una stirpe
1338,Law and Order
1339,Lawyer Man
1340,Ritorno
1341,L'angelo della vita
1342,The Lodger
1343,L'ultima squadriglia
1344,Love Affair
1345,Love Is a Racket
1346,Amami stanotte
1347,Lovers Courageous
1348,Madame Butterfly
1349,Make Me a Star
1350,Man Wanted
1351,The Man Who Played God
1352,Manhattan Tower
1353,Maria leggenda ungherese
1354,The Mask of Fu Manchu
1355,Mata Hari
1356,The Match King
1357,Io e la mia ragazza
1358,Men of America
1359,Men of Chance
1360,Merrily We Go to Hell
1361,The Midnight Warning
1362,Gambe da un milione di dollari
1363,The Miracle Man
1364,Miss Pinkerton
1365,The Monster Walks
1366,La pericolosa partita
1367,The Mouthpiece
1368,Follie del cinema
1369,Il signor Robinson Crosuè
1370,La mummia
1371,Murder at Dawn
1372,Il dottor Miracolo
1373,Nasanunaka
1374,New Morals for Old
1375,Night After Night
1376,Night Court
1377,Night World
1378,Nessun uomo le appartiene
1379,No More Orchids
1380,La notte dell'incrocio
1381,Numero diciassette
1382,The Old Dark House
1383,Once in a Lifetime
1384,Un'ora d'amore
1385,Amanti senza domani
1386,La sperduta di Panama
1387,Chi la dura la vince
1388,Payment Deferred
1389,Penguin Pool Murder
1390,Il lampo
1391,The Phantom President
1392,The Phantom of Crestwood
1393,Play Girl
1394,Pel di carota
1395,Polly of the Circus
1396,Prestigio di razza
1397,Prosperity
1398,The Purchase Price
1399,Pioggia
1400,Rasputin e l'imperatrice
1401,Lo schiaffo
1402,Red-Haired Alibi
1403,Red-Headed Woman
1404,The Rich Are Always with Us
1405,Ricco e bizzarro
1406,"Ride Him, Cowboy"
1407,The Roadhouse Murder
1408,Spia bionda
1409,Rome Express
1410,The Savage Girl
1411,Scarface - Lo sfregiato
1412,Secrets of the French Police
1413,Dove sono finiti i sogni di gioventù
1414,Service for Ladies
1415,The Shadow of the Eagle
1416,Sherlock Holmes
1417,Perfidia
1418,Il segno dei quattro
1419,Il segno della croce
1420,Silver Dollar
1421,Sinister Hands
1422,Peccatori
1423,Ancora sei ore di vita
1424,Skyscraper Souls
1425,Catene
1426,So Big!
1427,The Son-Daughter
1428,Il professore
1429,Giuro di dire la verità
1430,A Strange Adventure
1431,Strano interludio
1432,Strange Justice
1433,The Strange Love of Molly Louvain
1434,L'usurpatore
1435,Strangers of the Evening
1436,Street of Women
1437,Una famiglia 900
1438,Melodie della vita
1439,Tangled Destinies
1440,"Tarzan, l'uomo scimmia"
1441,Taxi
1442,The Tenderfoot
1443,Il testamento del dottor Mabuse
1444,Texas Cyclone
1445,There Goes the Bride
1446,They Call It Sin
1447,Thirteen Women
1448,Il tredicesimo invitato
1449,This Is the Night
1450,Tre maniere d'amare
1451,Three on a Match
1452,Le tigri del pacifico
1453,Il figlio del disertore
1454,Tombstone Canyon
1455,Mancia competente
1456,Two Against the World
1457,Two Seconds
1458,Two-Fisted Law
1459,"Sono nato, ma..."
1460,Unashamed
1461,Il vagabondo e la ballerina
1462,"Gli uomini, che mascalzoni..."
1463,Uptown New York
1464,Vampyr
1465,Vanity Fair
1466,Veiled Aristocrats
1467,La sposa venduta
1468,Virtue
1469,Washington Merry-Go-Round
1470,Week-End Marriage
1471,Risveglio
1472,Westward Passage
1473,The Wet Parade
1474,A che prezzo Hollywood?
1475,L'isola degli zombies
1476,Winner Take All
1477,L'avventuriera di Montecarlo
1478,You Said a Mouthful
1479,Young America
1480,Young Bride
1481,1860
1482,20.000 anni a Sing Sing
1483,Ace of Aces
1484,La principessa innamorata
1485,Dopo quella notte
1486,"Aggie Appleby, Maker of Men"
1487,Air Hostess
1488,Alice nel paese delle meraviglie
1489,Ann Carver's Profession
1490,Ann Vickers
1491,Another Language
1492,As the Earth Turns
1493,Baby Face
1494,Una notte al Cairo
1495,Beauty for Sale
1496,Bed of Roses
1497,Before Dawn
1498,Oceano
1499,La strana realtà di Peter Standish
1500,The Big Chance
1501,L'amaro tè del generale Yen
1502,Blind Adventure
1503,Blondie Johnson
1504,Blood Money
1505,Argento vivo
1506,Spavalderia
1507,Brief Moment
1508,Broadway Bad
1509,Broadway Thru a Keyhole
1510,Broadway to Hollywood
1511,Bureau of Missing Persons
1512,A lume di candela
1513,La Canzone di Lisbona
1514,Catturato
1515,Cavalcata
1516,Ala errante
1517,Chance at Heaven
1518,Charlie Chan's Greatest Case
1519,Il prezzo del piacere
1520,La falena d'argento
1521,The Circus Queen Murder
1522,Clear All Wires!
1523,College Coach
1524,College Humor
1525,El compadre Mendoza
1526,Corruption
1527,Ritorno alla vita
1528,La danza di Venere
1529,Day of Reckoning
1530,Bacio mortale
1531,Capriccio passeggero
1532,La distruzione del mondo
1533,Dezertir
1534,Partita a quattro
1535,Fra' Diavolo
1536,Orizzonti di fuoco
1537,I diplomaniaci
1538,Doctor Bull
1539,Don Chisciotte
1540,Don't Bet on Love
1541,A doppia briglia
1542,La guerra lampo dei Fratelli Marx
1543,The Eagle and the Hawk
1544,"Elmer, the Great"
1545,Troppa armonia
1546,The Emperor Jones
1547,Guerra bianca
1548,Eschimo
1549,Sempre nel mio cuore
1550,Ex-Lady
1551,F.P.1
1552,Fast Workers
1553,Female
1554,Carioca
1555,Viva le donne
1556,42a strada
1557,Friday the Thirteenth
1558,From Headquarters
1559,Gabriel Over the White House
1560,Gambling Ship
1561,Ganga Bruta
1562,The Ghost Camera
1563,The Ghoul
1564,Girl Missing
1565,Verso Hollywood
1566,The Good Companions
1567,Goodbye Again
1568,Il giocatore
1569,Hallelujah I'm a Bum
1570,Uno dei tanti
1571,L'affare si complica
1572,Havana Widows
1573,Headline Shooter
1574,Hell Below
1575,Scendendo lungo Broadway
1576,La donna della retata
1577,His Double Life
1578,His Private Secretary
1579,Hitlerjunge Quex
1580,L'uomo che voglio
1581,Hoopla
1582,La casa della 56ª strada
1583,Pescicani - Contrabbando Giallo
1584,I Lived with You
1585,Amai una donna
1586,Ero una spia
1587,Non sono un angelo
1588,Se fossi libero
1589,In the Wake of the Bounty
1590,International House
1591,L'uomo invisibile
1592,L'isola delle anime perdute
1593,Jennie
1594,Jungle Bride
1595,Il pugnale cinese
1596,Signore sole
1597,Kimi to wakarete
1598,King Kong
1599,Il re della jungla
1600,The King's Vacation
1601,Il bacio davanti allo specchio
1602,Lachende Erben
1603,Recluse
1604,Lady Killer
1605,Signora per un giorno
1606,Amanti folli
1607,La seconda aurora
1608,Lilly Turner
1609,Il piccolo gigante re dei gangsters
1610,Piccole donne
1611,La llorona
1612,Looking Forward
1613,Gli arditi del cinema
1614,Made on Broadway
1615,The Man from Monterey
1616,Man of the Forest
1617,Vicino alle stelle
1618,"Mary Stevens, M.D."
1619,La maschera
1620,La maternelle
1621,The Mayor of Hell
1622,Meet the Baron
1623,La crociera delle ragazze
1624,Men Must Fight
1625,Midnight Mary
1626,The Mind Reader
1627,La gloria del mattino
1628,Il mistero del vagone letto
1629,Murders in the Zoo
1630,La maschera di cera
1631,The Narrow Corner
1632,Volo di notte
1633,Night of Terror
1634,La grande menzogna
1635,The Nuisance
1636,Sobborghi
1637,Oliver Twist
1638,One Man's Journey
1639,Convegno d'amore
1640,Solo una notte
1641,I nostri superiori
1642,Uomini nello spazio
1643,Parole Girl
1644,Peg del mio cuore
1645,Il caso dell'avv. Durant
1646,Perfect Understanding
1647,Il mistero della radio
1648,Phantom Thunderbolt
1649,Pick-up
1650,Dinamite doppia
1651,Pellegrinaggio
1652,Crociera di piacere
1653,Potenza e gloria
1654,El prisionero 13
1655,Private Detective 62
1656,Le sei mogli di Enrico VIII
1657,L'idolo delle donne
1658,Il fidanzato immaginario
1659,Per le vie di Parigi
1660,Rafter Romance
1661,Notturno viennese
1662,Il cavaliere del destino
1663,Sogno d'estate
1664,Labbra proibite
1665,Il museo degli scandali
1666,S.O.S. iceberg
1667,Il giustiziere del West
1668,Scarlet River
1669,Il figlio dell'amore
1670,Secret of the Blue Room
1671,Segreti
1672,Lady Lou - La donna fatale
1673,She Had to Say Yes
1674,Should Ladies Behave
1675,A Shriek in the Night
1676,The Silk Express
1677,The Silver Cord
1678,Il segreto di Nora Moran
1679,Sitting Pretty
1680,The Solitaire Man
1681,Somewhere in Sonora
1682,The Son of Kong
1683,Son of a Sailor
1684,Il cantico dei cantici
1685,Viva la vita
1686,I figli del deserto
1687,La sfinge
1688,Figlia d'arte
1689,Montagne russe
1690,Temporale all'alba
1691,Perdizione
1692,Il ritorno della straniera
1693,A Study in Scarlet
1694,Sucker Money
1695,Supernatural
1696,Figli di lusso
1697,Taki no shiraito
1698,Tarzan l'indomabile
1699,The Telegraph Trail
1700,La nuova ora
1701,Eroi senza patria
1702,Three Cornered Moon
1703,Lampi sul Messico
1704,Tillie and Gus
1705,To the Last Man
1706,Rivalità eroica
1707,Una donna di Tokyo
1708,Tomorrow at Seven
1709,Topaze
1710,Torch Singer
1711,Treno popolare
1712,Cuori in burrasca
1713,Turn Back the Clock
1714,Il delitto della villa
1715,Il vampiro
1716,Il grande consolatore
1717,Vittorio e Vittoria
1718,Voltaire
1719,Vienna di Strauss
1720,Sposatevi ragazzi!
1721,Viva la birra
1722,When Ladies Meet
1723,The Whispering Shadow
1724,Whistling in the Dark
1725,La suora bianca
1726,L'inferno verde
1727,Wild Boys of the Road
1728,The Woman Accused
1729,The Woman Condemned
1730,Lo zio in vacanza
1731,Il mondo cambia
1732,The World Gone Mad
1733,Yogoto no yume
1734,Zani
1735,Sotto i cieli dell'Arizona
1736,365 Nights in Hollywood
1737,Un grullo in bicicletta
1738,Gli amori di Benvenuto Cellini
1739,The Age of Innocence
1740,Angèle
1741,La figlia di nessuno
1742,L'Atalante
1743,Babbitt
1744,Nel paese delle meraviglie
1745,Piccola stella
1746,Bachelor Bait
1747,La famiglia Barrett
1748,Bedside
1749,Before Midnight
1750,Belle of the Nineties
1751,The Big Shakedown
1752,Big Hearted Herbert
1753,The Black Cat
1754,Black Moon
1755,Blind Date
1756,Acciaio blu
1757,Bolero
1758,Born to Be Bad
1759,Alla conquista di Hollywood
1760,La mascotte dell'aeroporto
1761,British Agent
1762,Strettamente confidenziale
1763,Un'ombra nella nebbia
1764,Bulldog Jack
1765,By Your Leave
1766,The Captain Hates the Sea
1767,Carovane
1768,Il lupo scomparso
1769,Il gatto ed il violino
1770,Zampa di gatto
1771,La grande Caterina
1772,Incatenata
1773,Primo amore
1774,Ciapaiev
1775,Il nemico invisibile
1776,Charlie Chan's Courage
1777,Chu Chin Chow
1778,The Circus Clown
1779,L'uomo che vide il futuro
1780,Cleopatra
1781,Cockeyed Cavaliers
1782,Il conte di Montecristo
1783,Delitto senza passione
1784,Crimson Romance
1785,Curtain at Eight
1786,Abbasso le donne
1787,Dangerous Corner
1788,Dark Hazard
1789,La morte in vacanza
1790,Death at Broadcasting House
1791,Death on the Diamond
1792,The Defense Rests
1793,L'ultimo miliardario
1794,Desirable
1795,Dos monjes
1796,Down to Their Last Yacht
1797,Dr. Monica
1798,The Dragon Murder Case
1799,The Beast of Borneo
1800,Easy to Love
1801,L'amante sconosciuta
1802,Paradiso in fiore
1803,El fantasma del convento
1804,Le armi di Eva
1805,Educande d'America
1806,Gli incendiari
1807,The Firebird
1808,Passeggiata d'amore
1809,Nebbia a San Francisco
1810,La donna è mobile
1811,Quattro persone spaventate
1812,Amanti fuggitivi
1813,L'ultima carta
1814,The Gay Bride
1815,Cerco il mio amore
1816,Gentlemen Are Born
1817,The Ghost Walks
1818,Gift of Gab
1819,Pura al cento per cento
1820,Signora vagabonda
1821,Oro
1822,Golgota
1823,Good-bye Love
1824,La donna dai due volti
1825,Il forzato
1826,Green Eyes
1827,Una madre dovrebbe essere amata
1828,Verso la felicità
1829,"Hat, Coat, and Glove"
1830,Luci nel cuore
1831,He Was Her Man
1832,Heat Lightning
1833,Marinai all'erta
1834,La granduchessa e il cameriere
1835,Tiremmolla
1836,L'imprevisto
1837,Il rifugio
1838,Labbra dipinte
1839,His Greatest Gamble
1840,La grande festa
1841,House of Mystery
1842,La casa dei Rothschild
1843,Housewife
1844,I Sell Anything
1845,I've Got Your Number
1846,Lo specchio della vita
1847,Il mistero del ranch
1848,Accadde una notte
1849,Che bel regalo
1850,Jane Eyre l'angelo dell'amore
1851,Jew Süss
1852,Jimmy il gentiluomo
1853,Journal of a Crime
1854,Il giudice
1855,La strada senza fine
1856,Kansas City Princess
1857,Keep 'Em Rolling
1858,Nei boschi del Kentucky
1859,The Key
1860,Il tesoro dei faraoni
1861,King Kelly of the U.S.A.
1862,Il tempio del dottor Lamar
1863,Il lago delle vergini
1864,La signorina curiosa
1865,La donna che amo
1866,Laughing Boy
1867,La frontiera senza legge
1868,Let's Try Again
1869,L'incredibile realtà
1870,La donna nell'ombra
1871,La leggenda di Liliom
1872,E adesso pover'uomo?
1873,Amore tzigano
1874,Little Miss Marker
1875,Long Lost Father
1876,Distruzione
1877,The Lost Jungle
1878,The Lost Jungle
1879,A Lost Lady
1880,La pattuglia sperduta
1881,Here Comes Carter
1882,La valle dell'oro
1883,La signora Bovary
1884,Madame Du Barry
1885,L'uomo che sapeva troppo
1886,The Man Who Reclaimed His Head
1887,L'invincibile dello Utah
1888,The Man with Two Faces
1889,Tanya
1890,Le due strade
1891,Maniac
1892,Il Giglio insanguinato
1893,Marie Galante
1894,Mascherata
1895,Un popolo in ginocchio
1896,Amore che redime
1897,Uomini in bianco
1898,The Merry Frinks
1899,La vedova allegra
1900,Merry Wives of Reno
1901,Sedia elettrica
1902,Midnight Alibi
1903,I miserabili
1904,Un eroe moderno
1905,Monte Carlo Nights
1906,La pietra lunare
1907,La moglie è un'altra cosa
1908,Mrs. Wiggs of the Cabbage Patch
1909,La mujer del puerto
1910,Il mistero del varietà
1911,Murder in the Clouds
1912,The Murder in the Museum
1913,Murder on the Blackboard
1914,Murder on the Campus
1915,Musica nell'aria
1916,La nave del mistero
1917,Il mistero del signor X
1918,Nanà
1919,The 9th Guest
1920,I ragazzi della via Paal
1921,Now I'll Tell
1922,Rivelazione
1923,Schiavo d'amore
1924,Compagni d'allegria
1925,Once to Every Woman
1926,One More River
1927,Una notte d'amore
1928,L'agente n. 13
1929,Nostro pane quotidiano
1930,Outcast Lady
1931,Il velo dipinto
1932,Palooka
1933,Paris Interlude
1934,Perils of Pauline
1935,The Personality Kid
1936,Poruchik Kizhe
1937,The President Vanishes
1938,La vita privata di Don Giovanni
1939,Pyshka
1940,Il cavaliere muto
1941,Vessillo rosso
1942,Registered Nurse
1943,Il difensore misterioso
1944,The Return of Chandu
1945,La ragazza più ricca del mondo
1946,Quando una donna ama
1947,The Road to Ruin
1948,Romance in Manhattan
1949,Sadie McKee
1950,L'imperatrice Caterina
1951,The Scarlet Letter
1952,La primula rossa
1953,Search for Beauty
1954,The Secret of the Loch
1955,Sensation Hunters
1956,Sequoia
1957,She Loves Me Not
1958,The Show-Off
1959,Side Streets
1960,La signora di tutti
1961,Sing and Like It
1962,I sei mattacchioni
1963,Smarty
1964,So ein Flegel
1965,Succede sempre qualcosa
1966,Argento vivo
1967,The St. Louis Kid
1968,Gli amori di una spia
1969,Il trionfo della vita
1970,La valle del terrore
1971,Stingari il bandito sentimentale
1972,Straight Is the Way
1973,Strictly Dynamite
1974,Strogiy yunosha
1975,Student Tour
1976,Success at Any Price
1977,Sweet Adeline
1978,Tarzan e la compagna
1979,L'uomo ombra
1980,Thirty Day Princess
1981,This Man Is Mine
1982,This Side of Heaven
1983,The Thundering Herd
1984,Toni
1985,La traccia infernale
1986,Transatlantic Merry-Go-Round
1987,L'isola del tesoro
1988,Ventesimo secolo
1989,Universo innamorato
1990,Two Alone
1991,Storia di erbe fluttuanti
1992,Il mercante di illusioni
1993,Rocky Mountain Mystery
1994,La verbena de la Paloma
1995,Il figliuol prodigo
1996,A Very Honorable Guy
1997,Tutto il mondo ride
1998,Viva Villa!
1999,Il canto del West
2000,Resurrezione
2001,We're Not Dressing
2002,We're Rich Again
2003,Wednesday's Child
2004,West of the Divide
2005,What Every Woman Knows
2006,Where Sinners Meet
2007,Vortice
2008,A Wicked Woman
2009,Woman in the Dark
2010,The Women in His Life
2011,Wonder Bar
2012,Il mondo va avanti
2013,You Can't Buy Everything
2014,You're Telling Me!
2015,Una stella s'innamora
2016,Zou-zou
2017,Il club dei 39
2018,Aerograd
2019,Lo scandalo del giorno
2020,Il figlio conteso
2021,Ah Wilderness!
2022,I distruttori
2023,Alibi Ike
2024,Primo amore
2025,Anfitrione
2026,Anna Karenina
2027,La dominatrice
2028,Another Face
2029,Arizona
2030,Atlantic Adventure
2031,Harrington faccia-di-bambino
2032,La bandera
2033,La costa dei barbari
2034,Aysel: Batakli damin kizi
2035,Becky Sharp
2036,La moglie indiana
2037,The Big Broadcast of 1936
2038,Biography of a Bachelor Girl
2039,The Bishop Misbehaves
2040,Black Fury
2041,Il mistero della camera nera
2042,Black Sheep
2043,Gli allegri eroi
2044,Il selvaggio
2045,Boys Will Be Boys
2046,Quando si ama
2047,The Bride Comes Home
2048,La moglie di Frankenstein
2049,Il re della risata
2050,Broadway Gondolier
2051,Broadway Hostess
2052,Follie di Broadway 1936
2053,Il richiamo della foresta
2054,Capitan Blood
2055,Car of Dreams
2056,Il cardinale Richelieu
2057,The Case of the Curious Bride
